DistanceFrom,DistanceTo,Distance,
Person025,Person133,48.85298540915108
Person025,Person135,70.0918596650684
Person025,Person036,58.00588917135884
Person025,Person030,55.99552777702962
Person025,Person031,41.17526420206759
Person025,Person032,49.26094304004675
Person025,Person033,55.27514150323099
Person025,Person027,36.59860807590169
Person025,Person075,54.492675957554106
Person025,Person029,35.31379000534816
Person025,Person072,45.681545205619756
Person025,Person128,39.16180967290135
Person025,Person120,54.25672532615232
Person025,Person159,50.02881683597782
Person025,Person122,43.2186240658709
Person025,Person025,36.128978539432545
Person025,Person023,34.87003332120426
Person025,Person024,48.01921905795903
Person025,Person022,45.45604087598641
Person025,Person020,43.475351435870245
Person025,Person069,43.76930078211089
Person025,Person019,49.566653651736075
Person025,Person064,41.184939326439135
Person025,Person063,63.89048538259511
Person025,Person065,38.69639825858545
Person025,Person060,54.09426106757477
Person025,Person163,46.20769984554509
Person025,Person164,51.66603942517755
Person025,Person061,51.997763941407506
Person025,Person155,47.51673056164808
Person025,Person156,50.35576985956859
Person025,Person158,68.1916902791114
Person025,Person152,40.71599878797691
Person025,Person153,49.38424041801354
Person025,Person154,45.101133242100296
Person025,Person112,55.27370905497299
Person025,Person111,47.08094400130309
Person025,Person150,67.46424659826485
Person025,Person012,61.379995585934466
Person025,Person110,49.666602252896915
Person025,Person055,35.85706309940975
Person025,Person006,59.02067336750231
Person025,Person090,44.550463887574054
Person025,Person109,56.064015868739894
Person025,Person053,40.30309038233705
Person025,Person007,56.9468159110541
Person025,Person094,44.501035083231834
Person025,Person104,61.37651117837723
Person025,Person105,60.030736802844004
Person025,Person057,56.76474000141907
Person025,Person106,61.325289429472285
Person025,Person099,45.772244800627576
Person025,Person097,54.62689879387756
Person025,Person051,55.368562576727655
Person025,Person050,50.950224809144096
Person025,Person143,41.57517266817912
Person025,Person140,39.693459120035364
Person025,Person039,54.500170140688496
Person025,Person102,58.652891740346085
Person025,Person101,38.54750890478994
Person025,Person003,49.88890491205546
Person025,Person004,51.10021893775652
Person025,Person001,53.62426113129286
Person025,Person002,56.92051837693397
Person025,Person041,57.09024123339503
Person025,Person044,44.537017636161345
Person025,Person082,66.9483815752177
Person025,Person048,45.37517845729755
Person025,Person083,43.717312505587664
Person025,Person084,36.65278604981545
Person025,Person085,54.95137102785358
Person025,Person089,39.97042569424038
Person025,Person040,44.24445795824349
Person025,Person138,53.105356974381245
Person025,Person137,44.7164779406791
Person033,Person133,56.37110805913593
Person033,Person135,76.41358212226504
Person033,Person036,67.9289272137303
Person033,Person030,46.38106326802028
Person033,Person031,61.01450531795506
Person033,Person032,46.13365233986712
Person033,Person033,36.617526910579016
Person033,Person027,44.57993547622855
Person033,Person075,49.91460744461395
Person033,Person029,51.054894794765765
Person033,Person072,53.07445742975146
Person033,Person128,50.03716717464771
Person033,Person120,49.14274823596774
Person033,Person159,58.085188089161846
Person033,Person122,52.71964686560619
Person033,Person025,49.028360940072524
Person033,Person023,58.65064442774061
Person033,Person024,45.77460806824603
Person033,Person022,45.077267744107196
Person033,Person020,36.75760071702702
Person033,Person069,52.33134340051935
Person033,Person019,39.747047572388574
Person033,Person064,70.05013092894293
Person033,Person063,47.852024937604874
Person033,Person065,56.95127835148021
Person033,Person060,51.92133949595906
Person033,Person163,50.544820388522126
Person033,Person164,52.476714236496626
Person033,Person061,39.813480084876915
Person033,Person155,49.42987028406812
Person033,Person156,57.797612903607806
Person033,Person158,57.549505504911565
Person033,Person152,52.8384568441228
Person033,Person153,70.77827939294637
Person033,Person154,61.06308257227045
Person033,Person112,43.72238193003089
Person033,Person111,59.80888243736781
Person033,Person150,40.46603617427519
Person033,Person012,48.748494159154674
Person033,Person110,51.57510721023673
Person033,Person055,53.71731894478993
Person033,Person006,50.096604380643456
Person033,Person090,44.712223000690145
Person033,Person109,48.12939990923798
Person033,Person053,50.787265082586636
Person033,Person007,37.706198741774294
Person033,Person094,63.67115156285295
Person033,Person104,60.92643459878215
Person033,Person105,44.79114003341317
Person033,Person057,41.4878205467001
Person033,Person106,40.15336323315037
Person033,Person099,47.228565963956854
Person033,Person097,39.62666636685298
Person033,Person051,40.240361145857506
Person033,Person050,50.664291180314606
Person033,Person143,61.61541979005161
Person033,Person140,62.48899479878191
Person033,Person039,48.06901776321474
Person033,Person102,39.51019598019875
Person033,Person101,48.2752744918218
Person033,Person003,48.88602563342481
Person033,Person004,45.909743394096886
Person033,Person001,57.82668995305859
Person033,Person002,60.270986625033
Person033,Person041,45.232092658155
Person033,Person044,56.1948533004975
Person033,Person082,50.74138207001192
Person033,Person048,49.9229526301115
Person033,Person083,52.35954480456653
Person033,Person084,49.14441100689566
Person033,Person085,43.67040357342158
Person033,Person089,49.16950378216841
Person033,Person040,46.68967800143638
Person033,Person138,46.61535109983946
Person033,Person137,55.2627305583883
Person083,Person133,63.55553493239713
Person083,Person135,77.1598109263391
Person083,Person036,58.025270701564295
Person083,Person030,52.16919252356844
Person083,Person031,36.61831445859212
Person083,Person032,45.88322130284829
Person083,Person033,55.14139922764956
Person083,Person027,46.66376456914793
Person083,Person075,42.21617329512451
